index,index,Unnamed: 0,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,mahalanobis,is_outlier,MDS1,MDS2
738,738,739,Arabica,consejo salvadoreño del café,El Salvador,zapato de mico,,tuxpal,391,consejo salvadoreño del café,1500,apaneca,"Tropical Farm Management El Salvador, S.A. de C.V.",275,1 kg,Salvadoran Coffee Council,2014,"July 8th, 2015",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0.12,0,0.0,Green,0,"July 7th, 2016",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1500.0,1500.0,1500.0,4.3768435950158935,False,-1.0206061048704524,-1.1836150080272796
739,739,740,Arabica,cadexsa,Honduras,bethel,,cadexsa,13-63-206,cadexsa,1350,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,"April 14th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0,0.8173502768298748,False,0.10949756202874439,0.5700490254492075
740,740,741,Arabica,afca,Malawi,kachere,,mzuzu coffee coop union,C20,mzuzu coffee planters coop union,1180m,mzuzu,Mzuzu Coffee Coop Union,10,60 kg,Africa Fine Coffee Association,2014,"November 4th, 2014",AFCA,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0.13,0,0.0,Blue-Green,0,"November 4th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1180.0,1180.0,1180.0,1.1706797337851342,False,0.07034276222156575,0.766617104355129
741,741,742,Arabica,ipanema coffees,Brazil,rio verde,,ipanema coffees,002/1660/0065,ipanema coffees,1100,south of minas,Ipanema Agrícola SA,320,2 kg,Specialty Coffee Association,2014/2015,"October 16th, 2014",Ipanema Coffees,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,"October 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1100.0,1100.0,1100.0,1.580075683702733,False,0.03475337138504438,0.5719175826226359
742,742,743,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,guo xing ka fei wang 國姓咖啡王咖啡莊園,,guo xin ka fei 國昕咖啡,,blossom valley宸嶧國際,650 m,nantou,Lin yu tang 林玉堂,35,60 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,650.0,650.0,650.0,0.9747900046255495,False,-0.06185370475805473,0.5142388011713889
743,743,744,Arabica,jesus carlos cardenas valdivia,Mexico,finca huehuetecpan,,"cosautlan de carvajal, veracruz, méxico",1104387103,,1338,veracruz,MARIA DEL ROSARIO IRAIS VALDIVIA ORTIZ,150,1 kg,AMECAFE,2013,"July 19th, 2013",JESUS CARLOS CARDENAS VALDIVIA,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Blue-Green,4,"July 19th, 2014",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1338.0,1338.0,1338.0,0.9872907248457254,False,0.04236105338615845,0.6704783865897727
744,744,745,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,KF3150140,kona pacific farmers cooperative,,kona,,6,100 lbs,Specialty Coffee Association,2013,"May 3rd, 2013",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0.0,0,0.0,Bluish-Green,1,"May 3rd, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,2.509954645989967,False,0.07345777874211241,-0.6965566176774178
745,745,746,Arabica,saul m. hernandez ramirez,Mexico,omicuatla,,comitla,842046,,533,"calnali, hidalgo",FELIX DE LA CRUZ CASIMIRO,10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,0.16,3,0.0,,8,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,533.0,533.0,533.0,1.7526741774693186,False,0.035287486719893,1.1170505667108197
746,746,747,Arabica,juan luis alvarado romero,Guatemala,finca medina,,finca medina,11-11711-19,"siembras vision, s.a. / ing. jorge bolaños",4563,antigua,"SIEMBRAS VISION, S.A.",275,69 kg,Asociacion Nacional Del Café,2012,"September 19th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0.11,0,0.0,Green,2,"September 19th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1390.8024,1390.8024,1390.8024,1.4503756391257518,False,0.10442395961188641,0.5507489087460476
747,747,748,Arabica,manuel herrera juarez,Mexico,los barreales 1112lbgr7230412,,finca los barreales,0,finca los barreales,1170,veracruz,MANUEL HERRERA JUAREZ,10,1 kg,AMECAFE,2012,"August 31st, 2012",MANUEL HERRERA JUAREZ,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0.13,0,0.0,Green,3,"August 31st, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1170.0,1170.0,1170.0,1.366642409794992,False,0.24727696056862777,0.8385462061384983
748,748,749,Arabica,guillermo rojas saldana,Mexico,jamaica,,"finca jamaica, san gabriel mixtepec, juquila, oaxaca",1405818311,,1250,juquila,GUILLERMO ROJAS SALDAÑA,40,1 kg,AMECAFE,2012,"August 30th, 2012",GUILLERMO ROJAS SALDANA,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0.12,0,0.0,Green,13,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0,1.1666347045585324,False,0.04229859056417399,0.6750330887874287
749,749,750,Arabica,adam kline,El Salvador,,,,009/0060/45L2,atlantic specialty coffee,,,,288,1 kg,Specialty Coffee Association,2012,"August 21st, 2012",Adam Kline,Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,0.0,2,0.0,Green,5,"August 21st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,2.5627898116989223,False,-0.17755377158960042,-0.7502029705940483
750,750,751,Arabica,sergio de la vequia bernardi,Mexico,chilcuatla,,cafetalera la cuchilla,1102751473,,1100,veracruz,SERGIO DE LA VEQUIA BERNARDI,250,1 kg,AMECAFE,2012,"July 11th, 2012",SERGIO DE LA VEQUIA BERNARDI,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0.11,0,0.0,Green,0,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0,1.6049957961123265,False,0.3069221965256351,0.6202800630658944
751,751,752,Arabica,organizaciones de productores de cafe colimense,Mexico,comunidad de canoas,,productos organicos de canoas spr de rl,2671,organizaciones de productores de cafe colimense sa de cv,900,canoas,COOP,250,1 kg,AMECAFE,2012,"April 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0.1,0,0.0,Green,3,"April 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,900.0,900.0,900.0,0.8741149194279015,False,0.17800382002112455,0.46676110466172954
752,752,753,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0088,exportadora de cafe condor s.a,1750,huila,,250,70 kg,Almacafé,2012,"February 22nd, 2012",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0.12,0,0.0,Green,1,"February 21st, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,2.60589254822839,False,-0.05080169935783993,0.6209150670441287
753,753,754,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-0663,c.i.racafe & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,100,70 kg,Almacafé,2012,"February 9th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0.11,0,0.0,Green,0,"February 8th, 2013",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,1.4489110617029066,False,0.12214006305142357,0.5586948775501733
754,754,755,Arabica,nucoffee,Brazil,caxambu,,,002/1251/0183,nucoffee,,,Carmem Lucia Chaves de Brito,84,60 kg,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Arusha,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0.12,0,0.0,Green,1,"January 22nd, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,,,,0.8629513198341622,False,-0.3071175197784778,0.5746545789227555
755,755,756,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1979,,,cauca,,149,70 kg,Almacafé,,"March 1st, 2011",Racafe & Cia S.C.A,,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,82.25,0.22,0,0.0,,2,"February 29th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,4.252819905991943,False,0.4256100430654338,1.833493024234937
756,756,757,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,007/16C,dry mill,002/1660/0105,ipanema coffees,934,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0.11,0,1.0,Green,5,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,934.0,934.0,934.0,1.3983495687902228,False,0.19905812926859706,0.5783014366500854
757,757,758,Arabica,bismarck castro,Honduras,las cuchillas,118,dry mill,13-111-054,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,200,69 kg,Instituto Hondureño del Café,2015,"June 9th, 2016",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0.11,0,1.0,Bluish-Green,2,"June 9th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500.0,1500.0,1500.0,1.384780838932166,False,0.28914597775327383,0.6075990758571127
758,758,759,Arabica,"bencafe, s. a.",Nicaragua,el brigadum - la coronela,017/105/16042,dry mill,16042,"beneficiadora norteña de cafe, s. a. (bencafe)",1000,jinotega,MARCIO ALBERTO RIVERA CASTELLON,275,69 kg,Instituto Hondureño del Café,,"March 15th, 2016","BENCAFE, S. A.",,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,0,0.0,Green,1,"March 15th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1000.0,1000.0,1000.0,0.6212213253078536,False,0.18174213204890938,0.4681872613010752
759,759,760,Arabica,langiro farm group,"Tanzania, United Republic Of",langiro farm group,,mbinga,CA058,tawoca,1500-1800,ruvuma,Langiro farm group,30,80 kg,Africa Fine Coffee Association,2015,"November 16th, 2015",Langiro Farm group,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.13,1,0.0,Green,6,"November 15th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500.0,1800.0,1650.0,1.2495078591452582,False,0.14602236537734697,0.7929168113611438
760,760,761,Arabica,ibero coffee trading co (t) ltd,"Tanzania, United Republic Of",,,,3881832/P1412427,ibero tanzania,1600,northern,,300,60 kg,Tanzanian Coffee Board,2015/2016,"October 20th, 2015",IBERO COFFEE TRADING CO (T) LTD,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0.12,0,0.0,Green,1,"October 19th, 2016",Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1600.0,1600.0,1600.0,1.349783501410252,False,0.3893781600491663,0.738833300989851
761,761,762,Arabica,ipanema coffees,Brazil,rio verde,,ipanema comercial e exportadora sa,002/4177/0164,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2 kg,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0.0,0,0.0,Green,1,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1.0,1.0,1.0,4.159247189227668,False,-0.028279305912350672,-0.7535808922153611
762,762,763,Arabica,doi tung development project,Thailand,,,,49881,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Bluish-Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800.0,800.0,800.0,2.140007899642407,False,0.5841024820378155,0.8005475342165298
763,763,764,Arabica,cadexsa,Honduras,bethel,,cadexsa,13-63-206,cadexsa,1350,marcala,Omar Acosta,275,1 kg,Instituto Hondureño del Café,2015,"April 15th, 2015",CADEXSA,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0.11,0,0.0,Green,2,"April 14th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0,1.2493776888177042,False,0.01627662255621222,0.5400233546386938
764,764,765,Arabica,essencecoffee,Guatemala,blue lake,,,11873168,essence coffee,1500,atitlan,,250,69 kg,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0.09,0,0.0,Blue-Green,4,"March 20th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1500.0,1500.0,1500.0,1.3214349100377132,False,0.1600494965397582,0.34369894965795383
765,765,766,Arabica,bourbon specialty coffees,Brazil,,,,002/4542/0274,bourbon specialty coffees,,cerrado,,300,60 kg,Brazil Specialty Coffee Association,2014,"January 15th, 2015",BOURBON SPECIALTY COFFEES,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,1,"January 15th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,,,,0.8838158604729771,False,0.03987722400591473,0.6587436855095821
766,766,767,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of",ilomba 2,,tembo coffee company ltd,C33,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0.12,0,0.0,Green,1,"December 15th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700.0,1700.0,1700.0,1.7238825345267117,False,0.1349719359920149,0.6969131970799527
767,767,768,Arabica,j.andrade,Mexico,el pino,,"el pino, cosautlan de carvajal",0,"café andrade, s.a. de c.v.",1100,veracruz,JOSÉ LUIS ANDRADE SANDARA,200,1 kg,AMECAFE,2013,"July 15th, 2014",J.ANDRADE,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0.12,0,0.0,Green,0,"July 15th, 2015",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1100.0,1100.0,1100.0,4.21537351201564,False,0.07818541260860777,0.6462029642655388
768,768,769,Arabica,lusso lab,Mexico,,,,NONE,lusso coffee lab,1200-1600m,"la concordia, chiapas",Union Ramal Santa Cruz,2,2 kg,Specialty Coffee Association,2013,"April 10th, 2014",LUSSO LAB,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0.1,1,0.0,,1,"April 10th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1600.0,1400.0,0.6212213253078536,False,0.18174213204890574,0.46818726130107746
769,769,770,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,song yue coffee 嵩岳咖啡,,song yue coffee 嵩岳咖啡,,blossom valley宸嶧國際,1200 m,yunlin 雲林縣石壁,Guo Zhang Sheng 郭章盛,60,60 kg,Blossom Valley International,2013/2014,"December 26th, 2013",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0.11,0,0.0,Green,0,"December 26th, 2014",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1200.0,1200.0,1200.0,0.9747900046255495,False,-0.06185370475805458,0.5142388011713884
770,770,771,Arabica,"lin, che-hao krude 林哲豪",Taiwan,kan tou mountain coffee 崁頭山咖啡館,,kan tou mountain coffee 崁頭山咖啡館,Taiwan,"red on tree co., ltd.",800 m,"dongshan dist., tainan city 臺南市東山區",Jufeng-Tseng 曾如楓,80,10 kg,Specialty Coffee Association,2012,"May 29th, 2013","Lin, Che-Hao Krude 林哲豪",Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0.0,0,0.0,Green,0,"May 29th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800.0,800.0,800.0,2.833286134846963,False,-0.1719801239210701,-0.7207190978655091
771,771,772,Arabica,exportadora de cafe condor s.a,Colombia,,,triladora bonanza,3-68-0144,exportadora de cafe condor s.a,1750 msnm,huila,,250,70 kg,Almacafé,2013,"March 20th, 2013",Exportadora de Cafe Condor S.A,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0.0,0,0.0,Bluish-Green,1,"March 20th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,2.788972665756368,False,0.16268170240122048,-0.7025269767524173
772,772,773,Arabica,saul m. hernandez ramirez,Mexico,el nanchi,,"buenas vista, municipio de san bartolo tutotepec",1702764973,,1144,san bartolo tutotepec,AVILA MARTINEZ ADOLFO,10,1 kg,AMECAFE,2012,"September 27th, 2012",SAUL M. HERNANDEZ RAMIREZ,Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,0.15,1,0.0,,9,"September 27th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1144.0,1144.0,1144.0,3.344409534419269,False,0.5532593989073851,1.14983497659609
773,773,774,Arabica,the coffee source inc.,Guatemala,,,,11/00183/00020,the coffee source inc.,1350,oriente,Several producers,250,1 kg,Specialty Coffee Association,2012,"August 2nd, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0.12,0,0.0,,2,"August 2nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1350.0,1350.0,1350.0,5.54971813295497,False,-0.22234943141576943,-0.27248141771909506
774,774,775,Arabica,salvador caro carrion,Mexico,las truchas,,las truchas,3196666,,1000,altotonga,SALVADOR CARO CARRION,200,1 kg,AMECAFE,2012,"July 11th, 2012",SALVADOR CARO CARRION,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0.12,0,0.0,Green,4,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0,1.4761713114724477,False,0.31176817366616777,0.7346000535506577
775,775,776,Arabica,organizaciones de productores de cafe colimense,Mexico,"la calera, barranca de la leona, el nogal",,beneficio productores organicos de cnoas s.p.r. de r.l.,"70381402, 70381402, 703815394",organizaciones de productores de cafe colimense sa de cv,1200,colima,"OSCAR TORRES OCHOCA, GENARO MATA CAMBEROS, MANUEL DUARTE MUNGUIA",60,1 kg,AMECAFE,2012,"July 2nd, 2012",ORGANIZACIONES DE PRODUCTORES DE CAFE COLIMENSE,Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0.1,0,0.0,Green,1,"July 2nd, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1200.0,1200.0,1200.0,3.1909389261732573,False,0.35581959657730866,0.5058424516525287
776,776,777,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora bonanza - armenia quindioa,3-68-0154,,1800 msnm,huila,,250,70 kg,Almacafé,4T/10,"February 9th, 2011",Exportadora de Cafe Condor S.A,,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0.08,0,0.0,,0,"February 9th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,2.478709083904297,False,-0.19402640173963495,0.176173674443043
777,777,778,Arabica,sanjava coffee,Indonesia,various,SRAN-Gayo,bener meriah - gayo,,pt. shriya artha nusantara,1300,aceh gayo,Various Farms,2,1 kg,Specialty Coffee Association of Indonesia,2017,"August 3rd, 2017",SanJava Coffee,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0.15,0,0.0,,3,"August 3rd, 2018",Specialty Coffee Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m,1300.0,1300.0,1300.0,1.4164991874805013,False,0.18353652773156168,1.0292315856852907
778,778,779,Arabica,raúl vargas,Colombia,,2,san josé / neiva,03-05-0846,skn caribecafe ltda,,huila,,275,70 kg,Almacafé,2016,"February 20th, 2017",Raúl Vargas,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0.0,0,7.0,Green,6,"February 20th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,,,,2.5967783406401503,False,-0.685472856251265,-1.6070921954676332
779,779,780,Arabica,ipanema coffees,Brazil,fazenda capoeirnha,007/16B,dry mill,002/1660/0105,ipanema coffees,894,south of minas,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2016,"August 16th, 2016",Ipanema Coffees,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0.11,0,1.0,Green,3,"August 16th, 2017",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,894.0,894.0,894.0,1.6213277016979064,False,0.36799898296595285,0.6395498928849175
