Text,Sentimen
Aku orgnya gabisa ngerjain sesuatu ga sempurna atau ga sesuai mau aku Kalau harus kerja cari uang pasti stress sendiri karena jdi 5050 Belum tentu mental anak2 aku siap ngadepin aku yang bgini Akhirnya aku memilih kesehatan mental aku dan anak ku dulu urusan uang ku serahlan kepada Sang pemberi rezeki dan yang paling bertanggung jawab atas keluarga ini Yang kita perjuangkan adalah masa depan dan karakter Jadi tetap jaga kesehatan mental ya dear,Positif
Mungkin kamu butuh ruang untuk diri sendiri bukan berarti tidak sayang pada keluarga tapi setiap orang memerlukan waktu untuk diri sendiri agar bisa mengisi kembali energi emosional Cobalah bicara dengan suamimu secara terbuka tentang apa yang kamu rasakan dan coba luangkan waktu khusus untuk dirimu sendiri Me time penting untuk kesehatan mental dan emosional sehingga kamu bisa merasa lebih seimbang dalam menjalani peran sebagai ibu dan istri ¸? SENENG BANGET KALAU AKTIVITAS INI DISIMPAN ¸?,Positif
ya nanti pas persidangan tentunya akan ada pembuktian bhw ijazahnya asli dan sah yg akan membuktikan jg bhw dia benar mahasiswa ugm  lulus akan dipanggil saksi2 utk membuktikan keabsahan  keaslian ijazahnya dan proses tsb dilakukan dlm sidang terbuka yg bisa dilihat orang umum Katakata yg NGGAK BOLEH DIKATAKAN ke orang dengan gangguan kesehatan mental,Positif
Belakangan ini dikitdikit orang dibilang manipulatif langsung dicap NPD  Padahal diagnosis ini butuh evaluasi mendalam dari profesional nggak bisa asal tebak  Melabel sembarangan malah bikin stigma makin besar dan nambah salah paham soal kesehatan mental  Ingat nggak semua perilaku buruk itu gangguan kepribadian  Yuk lebih bijak jangan sampai opini kita melukai orang lain yang mungkin butuh bantuan ,Positif
Kita sering mengabaikan masalah kesehatan mental anakanak  padahal sumber masalah seringkali berasal dari keluarga sendiri,Positif
Silent treatment memang sering dianggap pelarian tapi komunikasi nggak selalu cocok diterapkan terutama kalau berhadapan dengan orang yang toxic atau manipulatif  Dalam situasi seperti itu komunikasi terbuka kadang malah dimanfaatkan untuk menyerang balik  Jadi penting untuk tahu kapan harus bicara dan kapan memberi jarak demi menjaga kesehatan mental  Yang paling utama adalah melindungi dirimu sendiri dulu ¿ Tibatiba kepengen bahas tentang Mental Health / kesehatan mental Faktanya menurut survei 1 dari 3 remaja Indonesia memiliki masalah kesehatan mental dan angka ini makin tahun makin naik miris gak sih? Apa aja sih gangguan kesehatan mental itu? Salah satunya depresi cemas kesepian PTSD gangguan kepribadian dan lainnya seakan dunia ini makin lama makin penuh tekanan Tapi tahu ngga sih ada cara sederhana untuk membantu meredakan pikiran yang berat??,Positif
Bosan kerja? Coba ganti posisi duduk Otakmu bisa lebih fokus kalau tubuhmu juga merasa nyaman Jadi kalau tibatiba pindah duduk kayak orang lagi melarikan diri itu buat kesehatan mental loh,Positif
Dengerin orang dihina2 atau dikata2in kasar gak cuma berdampak ke korban tapi ke kesehatan mental kita juga yang ikut menyaksikan atau mendengar Jadi verbal abuse harus dilawan,Positif
Silent treatment memang sering dianggap pelarian tapi komunikasi nggak selalu cocok diterapkan terutama kalau berhadapan dengan orang yang toxic atau manipulatif  Dalam situasi seperti itu komunikasi terbuka kadang malah dimanfaatkan untuk menyerang balik  Jadi penting untuk tahu kapan harus bicara dan kapan memberi jarak demi menjaga kesehatan mental  Yang paling utama adalah melindungi dirimu sendiri dulu ¿ If youre frontline AHSEMS ¦ you really should use Headversity Its actually a really great app for tracking and improving mental health,Positif
Kesehatan mental bukan cuma tentang bagaimana kita menjaga diri sendiri tapi juga soal siapa yang ada di sekitar kita,Positif
Memang saat kita mulai tegas sama batasan gak semua orang bisa nerima Ada yang merasa kehilangan keuntungan dari kita makanya mereka ngucilkan  Tapi ingat batasan itu buat lindungi kesehatan mental dan harga diri kita Daripada diterima tapi harus ngorbanin diri sendiri mending bertahan dengan batasan itu  Orang yang beneran peduli pasti paham dan respek Stay strong ya Mengapa mindset positif itu penting untuk sukses?  1 Meningkatkan kepercayaan diri 2 Menghadapi kegagalan dengan bijak 3 Menjaga kesehatan mental 4 Menciptakan hubungan yang lebih baik 5 Meningkatkan  produktivitas,Positif
Kemarin diundang PT Perkebunan Nusantara di acara launching counseling center Membahas tentang kesehatan mental di dunia kerja Thank you for having me ,Positif
Pernah ga ketemu sama orang yang ngerasa mental health itu cuman buat orangorang yang lemah atau kurang iman? Mungkin karena mereka belum pernah merasakannya secara langsung Ataupun belum ada orangorang terdekatnya yang struggle dengan kondisi kesehatan mentalnya Alangkah baiknya kita berusaha menjadi pendukung yang tidak menghakimi dan mau mendengarkan demi perbaikan kesehatan mental orangorang tersayang,Positif
Kadang kita berusaha banget membantu orang sembuh dari trauma mereka tapi malah akhirnya kita yang merasa lelah secara emosional atau bahkan ikut terluka  Bantu orang itu mulia tapi jangan lupa untuk tetap jaga batasan dan kesehatan mental kita sendiri Selfcare penting karena kita nggak bisa terusmenerus ngisi orang lain kalau diri kita sendiri nggak utuh  Ingat healing adalah perjalanan yang juga perlu dijaga untuk diri kita sendiri ¿,Positif
Share dong halhal apa yang Ingin Temanteman Ketahui tentang KesehatanMentalRemaja ? Saya Psikolog Klinis Anak dan Remaja berusia 34 tahun yang waktu saya usia 17 tahun mengalami Depresi di usia Remaja sehingga pengalaman personal dan Ilmu yang saya miliki dari Kuliah Akademis 7 tahun tentang Kesehatan Mental  Psikologis AnakRemaja,Positif
Jangan pernah takut menggelar status 'janda'  Ga usah pusing di nilai sebelah mata oleh orang lain karna mrk di luar sana tidak tau seperti apa kehidupan kita yang paling utama kesehatan mental kita jauh lebih baik Ada ank yang hanya berharap kepada kita,Positif
Kesehatan mental sama pentingnya dengan kesehatan fisik maka jagalah kesehatan tersebut  Tidak perlu mencari pengakuan orang lain karena orang lain tidak akan mengerti perjalanan apa yang telah engkau lalui,Positif
Mengenali tanda2 pertemanan yg toxic akan membantu kita unt memutuskan apakah kita perlu bertahan atau memutuskan unt mundur demi kesehatan mental kita Tp ingatlah bahwa menghindari bukan berarti memusuhi Kita ttp bisa bersikap ramah tanpa perlu marah Kita ttp bisa berteman tanpa perlu menjadi sahabat  Hal yg perlu kita lakukan juga adl belajar memahami mengapa mereka seperti itu Akan sangat membantu kita dlm bersosialisasi ketika kita bisa mengenal strengths diri kita  strengths mereka,Positif
I can't even begin to wrap my head around those mental gymnastics Karena masih banyak yang awam tentang kesehatan mental sering kali masyarat mengusulkan agar penderitanya bersikap lebih religius atau rajin beribadah Lalu sebenarnya apakah hal tersebut merupakan solusi yang tepat?,Positif
Bersikaplah baik tetapi jangan biarkan orang lain menginjakinjak kita Bersikaplah baik tetapi jangan biarkan mereka menyakiti kita sebagai balasannya Peduli terhadap orang lain tetapi pedulikan kesehatan mental kita terlebih dahulu Kesejahteraan kita itu penting Kita bisa membantu orang lain hanya jika kita membantu diri kita sendiri terlebih dahulu,Positif
Setuju banget Diam itu bukan berarti kosong  itu ruang untuk berpikir Kejernihan pikiran seperti halnya kebijaksanaan sering berbicara dalam bisikan Untuk menjaga kesehatan mental kita harus berani mengatakan TIDAK Tolak halhal yang tidak baik untuk diri sendiri,Positif
24 Last Saya ingin ke psikiater untuk kesehatan mental saya yg saya rasa benar2 sudah hancur saya takut pikiran2 di otak saya mendorong saya mengambil jalan pintas­­saya masih ingin hidup dengan kewarasan­­save me,Positif
Menghapus akun sering jadi simbol keputusan tegas untuk benarbenar lepas dari distraksi dunia maya Buat sebagian orang sekadar 'fokus dunia nyata' tanpa menghapus akun terasa berat karena godaan untuk kembali scroll tetap ada Jadi menghapus akun adalah bentuk komitmen penuh untuk menjaga fokus dan kesehatan mental mereka,Positif
Menjauhkan diri dari orangorang yang menyedot emosi kita bukanlah hal yang egois Menjaga kesehatan mental kita adalah tanggung jawab kita Lepaskan apa yang mengganggu kegembiraan ketenangan dan kedamaian dalam hidup kita,Positif
Di tengah tekanan dan tuntutan pekerjaan kita mungkin jadi sering lupa untuk merawat diri sendiri Padahal kesehatan mental yang baik adalah kunci produktivitas dan kebahagiaan di tempat kerja Luangkan waktu untuk beristirahat berbicara dan mendengarkan diri sendiri,Positif
Gimana rasanya ngelepasin seseorang demi kesehatan mental padahal lo masih sayang banget sama dia??¸?,Positif
Bukan berarti harus lakuin semuanya tapi punya 4 jenis hobi ini bisa jadi awal yang powerful buat kenal diri sendiri lebih dalam jaga kesehatan mental dan mungkin bisa membuka peluang baru yang nggak kamu duga,Positif
kesehatan mental terbaik adalah  ketikaaa kita melepaskannn diri dari orang yang selalu buat kita menangisss,Positif
Yaaa maksudku kalau emang itu karena gangguan mental mungkin aja mereka masih bisa dibantu meski aku yakin mereka gak bakal mau cari bantuan juga tapi kalau mereka itu ya gimana ya terlalu ada hubungan keluarga aku sih nyerah   Punya mimpi itu penting tapi jaga kesehatan mental juga sama pentingnya ya,Positif
Salah satu contoh kenapa laki laki harus diperbanyak di vasektomi ? seperti usulan Pak KDM biar ga mencetak anak tapi tidak mampu ekonomi maupun mental nya Buat yang menyuarakan soal kesehatan mental atau soal spiritual tapi malas olahraga itu bisa jadi tanda enggak selarasnya antara yang diucapkan dengan yang dilakukan,Positif
Kerja Itu Penting Tapi Kesehatan Mental Juga Nggak Kalah Penting?‚¸?’,Positif
Demi alasan 'kesehatan mental' tinggal kelas dianggap sebagai sesuatu yang memalukan dan perlu dihindari Maka meskipun siswa belum kompeten tetap 'dibantu' agar bisa naik kelas,Positif
Belajar bodoamat itu penting buat kesehatan mental kita karena bikin kita ngga dikitdikit kepikiran dikitdikit sakit hati terus lamalama depresi,Positif
Aku punya rasa percaya diri yang rendah jadi aku jarang banget posting tentang diriku sendiri Tapi akun Threadsku terhubung ke Instagramnya Sadie jadi aku lebih sering posting tentang dia dan soal kesehatan mental serta apa yang lagi aku rasain ??  Demi ketenangan hidup dan kesehatan mental kadang lebih baik kita nggak usah tahu segalanya 'Tetap tenang',Positif
Mundur untuk kesehatan mental anak mba Tdk semua mental anak sama kuatnya Apalagi dgn kondisi anak saya yg sedang down Hai thread pertemukan kami dengan orang2 yang ingin pernikahannya sehat mental dan bahagia   Kami berkolaborasi dengan wellness coach untuk membuat konseling kesehatan mental dan merancang program pernikahan yang sehat mental dan bahagia doakan kami yah,Positif
kwwkwkkw ya namanya mental  bisa tapi susah bisa kambuh juga peace percaya gak kalo circle pertemanan itu ngaruh banget dalam pengembangan diri dan kesehatan mental?,Positif
Jk warga ada gejala hal tdk normal berkait dgn kesehatan mental aku saranin utk cb pergi konsul ke psikolog atau psikiater ya Sangat ngebantu kok Apalagi skrg udah bs pake BPJS ya katanya ?,Positif
Banyak kok kebiasaan org sekitar kita yang membahayakan kesehatan mental  Seringkali tidak diketahui  bagi org yg kena atau yang melakukannya  Bahkan bukan hanya tidak diketahui  sering juga tidak diakui  ' Ah ngak ada itu  kamu aja yg merasa begitu '  Itu juga tidak budaya toxic yang sebaiknya tidak dilakukan  nah ada satu hal yang sekarang ingin aku tulis  sbg pengingat bagi diri sendiri utk lebih berhati hati Baik utk melindungi kesehatan mental sendiri atau org org di sekitar kita,Positif
Kalo udah kadung nikah sy akan ULTI sih Belajar adapt atau ya dia aja yg pergi‚ org spti itu biasanya akan selalu mau dituruti Akan lelah  stress Bukan kasian hewannya aja tp kesehatan mental kita jg,Positif
Intinya sbg manusia harus beradab dan beratitude la mau kasih hewan peliharaan makan ya kasih2 aja tapi tidak boleh memberi dampak buat org disekitar  mengganggu mengtori area org lain  sehingga menimbulkan perasaan yg tdk nyaman Semua hanyalah soal kesadaran diri Salah satu cara menjaga kesehatan mental itu dengan olahraga,Positif
Mengapa emosi kesehatan mental dan kesehatan fisik itu sangat berhubungan?,Positif
Gw yakin gw bukan satusatunya karyawan yang pernah dan sedang merasa begini 'Mending resign aja lah demi kesehatan mental Kenyamanan jiwa'  But once I remember 'Gue belum dapet kerjaan baru Gak mungkin gw nganggur apalagi di usia segini 35' Jadilah akhirnya gw bertahan lagi terus dan masih di sini  Tapi di kesempatan ini gw mau nyampein KARYAWAN TOKSIK ITU NYATA DAN DIA BENERBENER BISA NGURAS ENERGI POSITIF LO,Positif
Wanita kalau sudah capek dia tidak lagi akan memikirkan apapun kecuali pisah Karena baginya kesehatan mental dan jiwa jauh lebih penting dari apapun,Positif
Kesehatan mentalmu penting  setiap hari  Nggak apaapa merasa kewalahan minta bantuan dan mengambil jeda Kekuatan itu ada saat kamu berani menghadapi masalah membagikannya dan tumbuh melalui semua itu  Mari kita hancurkan keheningan dan runtuhkan stigma Kamu tidak sendirian Kamu berharga Kamu cukup Teruslah melangkah  kisahmu masih terus berkembang dengan indah,Positif
Memilih kedamaian akan membuatmu kehilangan beberapa orang  tapi jangan biarkan itu menghentikanmu Saat kamu mulai memprioritaskan ketenangan batin kesehatan mental dan pertumbuhan dirimu akan ada orangorang yang menjauh Itu bukan tanda bahwa kamu salah  justru itu bukti bahwa kamu sedang berkembang Tidak semua orang siap menerima versi dirimu yang tidak lagi mau hidup dalam kekacauan Dan itu tidak apaapa Kamu tidak diciptakan untuk membawa semua orang Biarkan mereka pergi dengan penuh kasih dan teruslah melangkah Kedamaianmu bukan kelemahan,Positif
Tementemen ada yang sadar gak sih peningkatan masalah kesehatan mental meningkat setiap tahunnya? Terutama ketika penggunaan teknologi berkembang pesat menggantikan berbagai aktivitas manusia  Mau makan? Gak perlu repot pesen aja go food mau tanya sesuati bisa cari google atau tanya dengan follower di medsos? Mau curhat? Ngobrol aja dengan chat gpt,Positif
Aku ngerti banget rasa sakitmu tapi jujur aja kesehatan mentalku mulai membaik sejak aku berhenti nonton MSNBC sepenuhnya Kadang halhal seperti itu bisa benarbenar merusak kesehatan mental kita,Positif
Ini baru gebrakan perubahan mental masyarakatkegiatan yg tidak bermanfaat tinggalkan berubah ke yg lebih bermanfaat buat semua Betul  Kesehatan mental sangat penting,Positif
Kalo udah Tau yg Salah mental miskin ya perbaikan mental jg kalo gt Percuma pelatihan kerja doang dari dulu udah ada tp masih banyak yg miskin Harusnya dibarengin sm  hypnotherapy financial trauma/ money mindset jg Beda Psikolog sama Psikiater,Positif
Empati tinggi tanpa batas = rentan kena compassion fatigue Bukan karena kamu tidak pernah rapuh berarti kamu kuat tapi bagaimana ketika kamu rapuh dan berani mengakuinya kesehatan mental kamu berawal dari bagaimana kamu bisa menerima dirimu sendiri,Positif
